Номер,Название,НМЦ,Аванс,Валюта закупки,Дата публикации,Планируемая дата публикации,Окончание приема заявок,Проведение отбора,Этап отбора,Тип торгов,Ссылка на ЕИС,Способ отбора,ЭТП,"СМП, СОНО",Размещает  закупку,Контактное лицо,Метка ,Комментарий,Ответственный,Регион,Название.1,ИНН,КПП,Телефон,Место поставки,Место поставки из документов,source_date,in_registry
277198-26LO,"Оказание услуг по предоставлению сервиса ""Виртуальная АТС"", ""Центр обработки вызовов"" для нужд ГБУЗ ЛО ""Сланцевская МБ""( июль-август 2026г)",175132.0,,RUB,2026-06-24 10:29:00.000,,2026-06-25 12:00:00,,Завершена,Малые закупки,,Малая закупка,Электронный Магазин Ленинградской области,,"4713001580-470701001
ГБУЗ Ленинградской обл. «Сланцевская Межрайонная Больница»",см. документацию. см. документацию. см. документацию,,,,47 Ленинградская область,ГБУЗ Ленинградской обл. «Сланцевская Межрайонная Больница»,4713001580.0,470701001.0,"88137422379
88137422145
88137423979
88137422357
21936
35180
88002000122
88126795547
88126796004
88137424942","188560, Российская Федерация, Ленинградская область, г. Сланцы, ул. Гагарина, д.2",,25.06.2026,False
200767098126100482,"Продление права использования на условиях простой (неисключительной) лицензии ПО ""Отраслевой информационный ресурс"" в составе ""Электронный сервис ""РАМЗЭС 2,0"".",198000.0,,RUB,2026-06-24 09:07:03.000,,2026-06-24 11:07:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"2904006994-290401001
Федеральное бюджетное учреждение «Администрация Двинско-Печорского Бассейна Внутренних Водных Путей»",Шивринская Дарья Владимировна. 7(818)372-04-34. ShivrinskayaDV@adpb.ru,,,,29 Архангельская область,Федеральное бюджетное учреждение «Администрация Двинско-Печорского Бассейна Внутренних Водных Путей»,2904006994.0,290401001.0,"88183728908
88183728907
88183728932
88183728940
88183753900
88183720655
88172270249
88182682201
88183728900
88183728960","Архангельская обл, г Котлас, ул К. Маркса, д 9",,25.06.2026,False
4501253,ПО Система статического и динамического анализа для выявления вредоносных объектов Positive Technologies Sandbox.,,,,2026-06-24 16:16:44.000,,2026-07-10 14:00:00,,Завершена,Коммерческие,,Запрос предложений,B2B,,"7710668349-997750001
ООО «Кех еКоммерц»",,,,,77 Москва,ООО «Кех еКоммерц»,7710668349.0,997750001.0,"84952283630
89672007355
177896
5000000
88006000001","125196, Россия, г. Москва, ул. Лесная, д. 7",,25.06.2026,False
32616145574,Оказание услуг по интеграции системы автоматизации лабораторной деятельности (ЛИС) государственной информационной системы в сфере здравоохранения Липецкой области «Региональный сегмент ЕГИСЗ» в части автоматического направления заказов в лабораторную информационную систему «Брегис. Лаборатория» и получения результатов исследований из указанной системы,900000.0,,RUB,2026-06-24 16:35:46.000,,2026-07-03 09:00:00,,Признана несостоявшейся,223-ФЗ,ЕИС,Аукцион в электронной форме,Росэлторг (ЕЭТП),"Для СМП, СОНО","4826022414-482601001
ГУЧ Здравоохранения «Липецкий Областной Центр Инфекционных Болезней»",Осетрова О. Ю.. 74742252735. zakupki@locib48.ru,,,,48 Липецкая область,ГУЧ Здравоохранения «Липецкий Областной Центр Инфекционных Болезней»,4826022414.0,482601001.0,"84742342060
217218
252760
252771
84742252701
84742314989
84742342077
84742342080
84742360995
84742377117","г. Липецк, ул. Гагарина, 135.",,25.06.2026,False
57729026306260001790000,Предоставление права использования программного продукта - программа для ЭВМ «Веб-сайт Учёба.ру» на условиях простой (неисключительной) лицензии (продление),373760.0,,RUB,2026-06-24 13:26:57.000,,,,Завершена,223-ФЗ,ЕИС,"Закупка у единственного поставщика (исполнителя, подрядчика)",ЕИС,,"7729026306-770801001
Государственное автономное Образовательное учреждение Высшего Образования «Московский Городской Университет Управления Правительства Москвы Имени Ю.М. Лужкова»",,,,,77 Москва,Государственное автономное Образовательное учреждение Высшего Образования «Московский Городской Университет Управления Правительства Москвы Имени Ю.М. Лужкова»,7729026306.0,770801001.0,"84953444444
84956526006
84956577561
84957700800
84959165831
84959577561
84959577575
84959577560
84959577562
84959577580",,,25.06.2026,False
100270615126100098,ОКАЗАНИЕ УСЛУГ ПО АДАПТАЦИИ И СОПРОВОЖДЕНИЮ ЭКЗЕМПЛЯРОВ СИСТЕМ КОНСУЛЬТАНТПЛЮС В СФЕРЕ ИНФОРМАЦИОННО-КОММУНИКАЦИОННЫХ ТЕХНОЛОГИЙ,167715.06,,RUB,2026-06-24 06:17:56.000,,2026-06-25 06:17:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"5405128632-540501001
Федеральное казенное учреждение «Исправительная колония № 18 Главного управления Федеральной службы исполнения наказаний по Новосибирской области»",7(383)338-12-07. ik18@54.fsin.gov.ru,,,,54 Новосибирская область,Федеральное казенное учреждение «Исправительная колония № 18 Главного управления Федеральной службы исполнения наказаний по Новосибирской области»,5405128632.0,540501001.0,"83833380932
83833380951
83833380961
83833381207
83833310960
83833310961
83833338096
83833380960
83833381266
83833383120","г Новосибирск, ул Ключ-Камышенское Плато, д 6/3",,25.06.2026,False
87813045480260000650000,"Выполнение работ по теме: ""Разработка ГИС для модельных территорий оленьих пастбищ Пенжинского района Камчатского края""",200000.0,,RUB,2026-06-24 10:53:31.000,,,,Завершена,223-ФЗ,ЕИС,"Закупка у единственного поставщика (исполнителя, подрядчика)",ЕИС,,"7813045480-781301001
Федеральное ГБУ науки Ботанический институт им. В.Л. Комарова Российской академии наук",,,,,78 Санкт-Петербург,Федеральное ГБУ Науки Ботанический Институт им. В.Л. Комарова Российской Академии Наук,7813045480.0,781301001.0,"88123725443
88123725425
89112570449
89113725424
88122341237
88123463643
88123491760
88123460839
88123725448
88123725461",,,25.06.2026,False
32616142090,"Оказание услуг по комплексному сопровождению, ведению и обновлению сайта научно-практической конференции ""Перспективы дезинфектологии""",178500.0,,RUB,2026-06-24 08:24:04.000,,,,Завершена,223-ФЗ,ЕИС,"Закупка у единственного поставщика (исполнителя, подрядчика)",ЕИС,"Для СМП, СОНО","5029009397-502901001
Федеральное бюджетное учреждение науки «Федеральный научный центр гигиены им. Ф.Ф. Эрисмана» Федеральной службы по надзору в сфере защиты прав потребителей и благополучия человека","Варлахова Л. Е.. +7 (495) 5861144, доб.: 1158. Varlahova.LE@fncg.ru",,,,50 Московская область,Федеральное бюджетное учреждение Науки «Федеральный Научный Центр Гигиены Им. Ф.Ф. Эрисмана» Федеральной Службы по Надзору в Сфере Защиты Прав Потребителей и Благополучия Человека,5029009397.0,502901001.0,"84955829240
84955861234
202603
84955826869
84955829320
84955829698
84955829700
84955859698
84955861212
89058888163","Центральный федеральный округ, Московская   обл, По месту нахождения Заказчика, на сайте - https://niid-conf.ru/.","Московская область
Центральный Федеральный Округ
Московская область, г Мытищи",25.06.2026,False
200910145126100205,"Оказание услуг хостинга официального интернет-сайта ФГБУ ""Национальный парк ""Смоленское Поозерье"". Тариф на timeweb.cloud Cloud MSK 80, 4 х 3.3 ГГц, 8 ГБ, 80 ГБ, 1 Гбит/с",24936.0,,RUB,2026-06-24 17:20:10.000,,2026-06-24 19:20:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"6703000340-670301001
Федеральное ГБУ «Национальный парк «Смоленское Поозерье»",Рогов Евгений Евгеньевич. +7(930)304-97-99. lesnoy.park@mail.ru,,,,67 Смоленская область,Федеральное ГБУ «Национальный парк «Смоленское Поозерье»,6703000340.0,670301001.0,"84814726684
89101104095
89203169450
84814726381
84814726701
89107211719
89203087301
84814726204
84814726636
89156338167",,,25.06.2026,False
32616144586,"право заключения договора на оказание услуг по сопровождению и адаптации нормативно-справочной информации системы управления производственными активами на базе «1С: Предприятие 8» для нужд ПАО «Россети Северный Кавказ» (Заказчик, Организатор)",3557520.0,,RUB,2026-06-24 14:44:57.000,,2026-07-06 12:00:00,2026-07-22 18:00:00,Работа комиссии,223-ФЗ,ЕИС,Закупка иного способа размещения,Росэлторг (ЕЭТП),,"2632082033-263201001
ПАО «Россети Северный Кавказ»",Хубиев А. Р.. +7 (893) 401805. hybiev-ar@rossetisk.ru,,,,26 Ставропольский край,ПАО «Россети Северный Кавказ»,2632082033.0,263201001.0,"88793239183
88662771232
88722663311
88722663506
88722663659
88722682110
88732221816
88782294459
88793346682
88793392353",В соответствии с закупочной документацией,,25.06.2026,False
ИМЗ-2026-030407,Предоставление услуги неисключительных прав (лицензий) на программное обеспечение,28775.0,,RUB,2026-06-24 07:43:46.000,,2026-06-24 11:43:46,,Завершена,Малые закупки,,Малая закупка,Агрегатор торгов малого объема,,"0277023336-027701001
ГБУЗ Республики Башкортостан Городская Клиническая Больница № 8 г. Уфа",см. документацию. см. документацию. см. документацию,,,,02 Республика Башкортостан,ГБУЗ Республики Башкортостан Городская Клиническая Больница № 8 г. Уфа,277023336.0,27701001.0,"83472421566
83472600303
83472647335
83472648355
83422428536
83472648242
83472423334
83472428332
83472428536
83472648536",Республика Башкортостан,,25.06.2026,False
10436983,"Оказание услуг по модификации базового наполнения и сопровождению программы для ЭВМ ""Адепт: Проект""",126000.0,,RUB,2026-06-24 11:50:23.000,,2026-06-24 15:30:00,,Завершена,Малые закупки,,Малая закупка,РТС-тендер,,"5001034450-502401001
Главное контрольное управление Московской обл.",см. документацию. см. документацию. см. документацию,,,,50 Московская область,Главное контрольное управление Московской обл.,5001034450.0,502401001.0,"84955189262
84955147016
84955147021
84955147059
84955147065
84955189229
84955189235
84955189251
84955424940
84955189223","143401, Московская область, Красногорск г, Б-Р СТРОИТЕЛЕЙ, Д. 7.",,25.06.2026,False
6118633,"Оказание услуг по модификации базового наполнения и сопровождению программы для ЭВМ ""Адепт: Проект""",126000.0,,RUB,2026-06-24 11:49:34.000,,2026-06-24 15:30:00,,Завершена,Коммерческие,,Тендер,Портал поставщиков,,"5001034450-502401001
Главное контрольное управление Московской обл.",ГЛАВНОЕ КОНТРОЛЬНОЕ УПРАВЛЕНИЕ МОСКОВСКОЙ ОБЛАСТИ,,,,50 Московская область,Главное контрольное управление Московской обл.,5001034450.0,502401001.0,"84955189262
84955147016
84955147021
84955147059
84955147065
84955189229
84955189235
84955189251
84955424940
84955189223","143401, Московская область, Красногорск г, Б-Р СТРОИТЕЛЕЙ, Д. 7.; Московская область",,25.06.2026,False
10434712,"Приобретение неисключительных прав, оказание услуг по установке и настройке коммуникационной платформы CommuniGate Pro, а также интеграции с информационными системами.",,,,2026-06-24 07:18:25.000,,2026-07-01 06:49:00,,Завершена,Малые закупки,,Малая закупка,РТС-тендер,,"5405114781-540601001
АО «Банк Акцепт»",см. документацию. см. документацию. см. документацию,,,,54 Новосибирская область,АО «Банк Акцепт»,5405114781.0,540601001.0,"83833737090
83833737091
738337361161166
83833736902
83833736903
83833736955
83833736975
83836251621
83912271023
83832191884",Новосибирская обл,,25.06.2026,False
53906256399260000370000,Услуги по разработке программного обеспечения - Навигация,750000.0,,RUB,2026-06-24 15:44:01.000,,,,Завершена,223-ФЗ,ЕИС,"Закупка у единственного поставщика (исполнителя, подрядчика)",ЕИС,,"3906256399-390601001
МАОУ г. Калининграда СОШ № 56",,,,,39 Калининградская область,МАОУ г. Калининграда СОШ № 56,3906256399.0,390601001.0,"84012725015
84012725035
89052431227
89062378092
84012924062
84012378072
84012725017",,,25.06.2026,False
200908984126100193,"Услуги по обновлению дизайна официального сайта ФГБУ ""ЦНИИОИЗ"" Минздрава России (https://mednet.ru/)",170000.0,,RUB,2026-06-24 12:25:02.000,,2026-06-24 14:25:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"7715217798-771501001
Федеральное ГБУ «Центральный НИИ организации и информатизации здравоохранения» Министерства здравоохранения РФ",Шилова Дарья Александровна. +7(963)718-68-69. simakovans@mednet.ru,,,,77 Москва,Федеральное ГБУ «Центральный НИИ организации и информатизации здравоохранения» Министерства здравоохранения РФ,7715217798.0,771501001.0,"749519191940412
74956181614226
74956181614771
74956181614797
74956182201313
74956182201321
74956182201322
74956182201324
74956182201353
84956183183","г Москва, ул Добролюбова, д 11",,25.06.2026,False
200909011126100032,"На поставку расширения программного обеспечения ""Миграционный учет"" для конфигурации ""1С: Университет ПРОФ"", оказание услуг доработке функционала и сопровождению в связи с использованием расширения ""Миграционный учет"" для конфигурации ""1С: Университет ПРОФ""",591000.0,,RUB,2026-06-24 08:05:43.000,,2026-06-24 10:05:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"7203001010-720301001
ФГБОУ Высшего Образования «Тюменский Государственный Медицинский Университет» Министерства Здравоохранения РФ",Максимова Татьяна Юрьевна. +7(345)269-09-79. tyumsmu@mail.ru,,,,72 Тюменская область,ФГБОУ Высшего Образования «Тюменский Государственный Медицинский Университет» Министерства Здравоохранения РФ,7203001010.0,720301001.0,"83452690973
83452690999
83452796867
83452204768
83452409661
83452200101
83452200404
83452690700
83452690800
83452690979","г Тюмень, ул Одесская, д 54",,25.06.2026,False
57449045730260000600000,"Оказание услуг по представлению доступа к ПО, согласно Приложении № 1 для АО ""ТМК ЭСК""",181728.0,,RUB,2026-06-24 14:00:23.000,,,,Завершена,223-ФЗ,ЕИС,"Закупка у единственного поставщика (исполнителя, подрядчика)",ЕИС,,"7449045730-744901001
АО «Тмк Энергосетевая Компания»",,,,,74 Челябинская область,АО «Тмк Энергосетевая Компания»,7449045730.0,744901001.0,"83512006239
83512590376
83439262007
83439275110
89127932179
61035
7351200623963748
83512557208
83512590296
89823469223",,,25.06.2026,False
200910145126100202,"Оказание услуг хостинга официального интернет-сайта ФГБУ ""Национальный парк ""Смоленское Поозерье"". Тариф на timeweb.cloud Cloud MSK 80, 4 х 3.3 ГГц, 8 ГБ, 80 ГБ, 1 Гбит/с",25200.0,,RUB,2026-06-24 14:34:10.000,,2026-06-24 16:34:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"6703000340-670301001
Федеральное ГБУ «Национальный парк «Смоленское Поозерье»",Рогов Евгений Евгеньевич. +7(930)304-97-99. lesnoy.park@mail.ru,,,,67 Смоленская область,Федеральное ГБУ «Национальный парк «Смоленское Поозерье»,6703000340.0,670301001.0,"84814726684
89101104095
89203169450
84814726381
84814726701
89107211719
89203087301
84814726204
84814726636
89156338167","Смоленская обл, Демидовский р-н, пгт Пржевальское, ул им Гуревича, д 19",,25.06.2026,False
32616145868,Выполнение работ по разработке и внедрению различных клиентских сервисов Заказчика,49000000.0,,RUB,2026-06-24 17:26:49.000,,2026-07-10 11:00:00,2026-07-14 00:00:00,Работа комиссии,223-ФЗ,ЕИС,Конкурс в электронной форме,Росэлторг (ЕЭТП),"Для СМП, СОНО","7707704692-772501001
АО «Единая Электронная Торговая Площадка»",Серенко Е. А.. +7 (495) 1502020. zakupki@roseltorg.ru,Интересно,,,77 Москва,АО «Единая Электронная Торговая Площадка»,7707704692.0,772501001.0,"84951502020
88002001877
88001009827
88003330096
89816898477
84953685643",,,25.06.2026,False
3944662,"выполнение работ по доработке, тестированию и сопровождению информационных систем ""1С: Управление Холдингом"", ""1С: Документооборот Государственного Учреждения"" на платформе ""1С: Предприятие"". № 269",,,,2026-06-24 16:16:36.000,,2026-06-26 09:00:00,,Завершена,Коммерческие,,Тендер,РТС-тендер,,"7728073720-772801001
Федеральное государственное автономное Образовательное учреждение Высшего Образования «Российский Университет Дружбы Народов Имени Патриса Лумумбы»",Родин Николай Юрьевич. rodin-nyu@rudn.ru,,,,77 Москва,Федеральное государственное автономное Образовательное учреждение Высшего Образования «Российский Университет Дружбы Народов Имени Патриса Лумумбы»,7728073720.0,772801001.0,"84954347363
84991359109
84999368787
88622402940
89163050441
84954330600
84954343111
84954345188
84954346635
84954347007",,,25.06.2026,False
10444577,"Оказание услуг по предоставлению доступа к сервису ""Ассистент Преподавателя""",20000.0,,RUB,2026-06-25 15:57:34.000,,2026-06-29 15:52:00,,Завершена,Малые закупки,,Малая закупка,РТС-тендер,,"5042069532-504201001
Муниципальное бюджетное общеобразовательное учреждение «СОШ №11»",см. документацию. см. документацию. см. документацию,,,,50 Московская область,Муниципальное бюджетное общеобразовательное учреждение «СОШ №11»,5042069532.0,504201001.0,"84965420373
84956094952
84956297891
849654
84965401839
84965405149
84965405484
84965420529
84965420756
84965473800","141301 Московская обл., г. Сергиев Посад, ул. Дружбы 5А",,26.06.2026,False
6120811,"Оказание услуг по предоставлению права использования компьютерного программного обеспечения ""1С-Битрикс24"" (""Корпоративный портал - 250"") на условиях простой (неисключительной) лицензии",349000.0,,RUB,2026-06-25 16:34:39.000,,2026-06-26 16:35:00,,Завершена,Коммерческие,,Тендер,Портал поставщиков,,"5015248596-502401001
ГКУ Московской обл. «Центр безопасности дорожного движения Московской области»","ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ ""ЦЕНТР БЕЗОПАСНОСТИ ДОРОЖНОГО ДВИЖЕНИЯ МОСКОВСКОЙ ОБЛАСТИ""",,,,50 Московская область,ГКУ Московской обл. «Центр безопасности дорожного движения Московской области»,5015248596.0,502401001.0,"84957347880
84957347801
84957347890","Московская область, городской округ Красногорск, пгт. Путилково, территория ""Гринвуд"", строение 7, 4 этаж; Московская область",,26.06.2026,False
17059,комплекс работ по внедрению интегрированной системы непрерывного диспетчерского контроля параметров инженерной инфраструктуры производственных объектов с организацией обмена данными между действующей SCADA-платформой предприятия,2500000.0,,RUB,2026-06-25 12:58:00.000,,2026-07-02 12:58:00,,Завершена,Коммерческие,,Другой тип аукциона,ЭТП Suppman,,"1624016275-162401001
ООО «Птицефабрика«Державинская»",Бандуров Артем Александрович. +7 919 680 33 64. BandurovAA@komos-group.ru,,,,16 Республика Татарстан,ООО «Птицефабрика«Державинская»,1624016275.0,162401001.0,,,,26.06.2026,False
3697770,"Оказание услуг по передаче права на объект интеллектуальной собственности на использование лицензионного программного обеспечения для ЭВМ ""Программа для создания (управления) официальным сайтом образовательной организации в 2027 году",52200.0,,RUB,2026-06-25 20:18:59.000,,2026-06-26 14:19:00,,Завершена,Малые закупки,,Малая закупка,Электронный магазин Московской области,,"5036034179-503601001
МОУ «СОШ №20 Имени Героя РФ И.Д. Сергуна»",см. документацию. см. документацию. см. документацию,,,,50 Московская область,МОУ «СОШ №20 Имени Героя РФ И.Д. Сергуна»,5036034179.0,503601001.0,"84967543163
84967571759
84919391941
84986023207
84967573163
84967681220",,,26.06.2026,False
3697670,"Оказание услуг по предоставлению права использования компьютерного программного обеспечения ""1С-Битрикс24"" (""Корпоративный портал - 250"") на условиях простой (неисключительной) лицензии",349000.0,,RUB,2026-06-25 16:34:38.000,,2026-06-26 16:35:00,,Завершена,Малые закупки,,Малая закупка,Электронный магазин Московской области,,"5015248596-502401001
ГКУ Московской обл. «Центр безопасности дорожного движения Московской области»",см. документацию. см. документацию. см. документацию,,,,50 Московская область,ГКУ Московской обл. «Центр безопасности дорожного движения Московской области»,5015248596.0,502401001.0,"84957347880
84957347801
84957347890",,,26.06.2026,False
32616150827,2026/9-57 Выполнение работ по внедрению системы корпоративной телефонии контакт-центра,11011954.5,,RUB,2026-06-25 17:47:04.000,,2026-07-07 15:00:00,2026-07-21 00:00:00,Работа комиссии,223-ФЗ,ЕИС,Закупка иного способа размещения,Электронная торговая площадка Интеллект центр,,"1655049111-165701001
АО «Сетевая Компания»",+7 (843) 2000001. zakupki@gridcom-rt.ru,,,,16 Республика Татарстан,АО «Сетевая Компания»,1655049111.0,165701001.0,"88432918558
88432918559
88432000001
88434252700
88434293396
88435721294
88436223390
88437432547
88553303616
88553456635","Приволжский федеральный округ, Татарстан Респ, В соответствии с извещением и/или документацией о закупке",,26.06.2026,False
ЗКП-2026-007881,"Сервис ""1С:Кабинет сотрудника"" (кадровый электронный документооборот)",,,,2026-06-25 15:37:00.000,,2026-06-26 12:00:00,,Завершена,Малые закупки,,Малая закупка,Малые закупки Свердловской области,,"6671185689-668501001
Государственное автономное учреждение Здравоохранения Свердловской обл. «Медицинский Информационно-Аналитический Центр»",см. документацию. см. документацию. см. документацию,,,,66 Свердловская область,Государственное автономное учреждение Здравоохранения Свердловской обл. «Медицинский Информационно-Аналитический Центр»,6671185689.0,668501001.0,"83433769815
83433554260
83433761596
83433769783
83433769873
83433856790
83433556240",Свердловская область,,26.06.2026,False
32616149062,"Оказание услуг по сопровождению прохождения экспертизы и включения программного обеспечения в Единый реестр российских программ для ЭВМ и баз данных, а также по разработке рекомендаций по определению приоритетных рынков сбыта для вывода программного обеспечения в рыночный оборот (ЕП 218/223/26)",800000.0,,RUB,2026-06-25 13:43:41.000,,,,Завершена,223-ФЗ,ЕИС,Закупка иного способа размещения,ЕИС,"Для СМП, СОНО","7715027733-771501001
Федеральное государственное автономное Образовательное учреждение Высшего Образования «Российский Университет Транспорта»",Комарицкая В. В.. +7 (926) 1402192. komaritskaya.vv@rut-miit.ru,,,,77 Москва,Федеральное государственное автономное Образовательное учреждение Высшего Образования «Российский Университет Транспорта»,7715027733.0,771501001.0,"84956189224
84956316926
84956812901
84956842121
84956842350
84956842828
84956842851
84956842932
84956876424
84956876818","Центральный федеральный округ, Москва, ул. Образцова, д. 9с9",,26.06.2026,False
100315096126100054,"Продление лицензии программного шлюза безопасности Ideco NGFW, предназначенного для обеспечения задачи безопасного межсетевого взаимодействия, учета и контроля использования ресурсов глобальной сети Интернет для 100 пользователей (NGFW-SU-100).",47426.0,,RUB,2026-06-25 13:53:05.000,,2026-06-25 15:53:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"7712036296-504701001
Шереметьевская таможня",Брянский Денис Анатольевич. +7(495)538-72-33. bryanskiyda@ca.customs.gov.ru,,,,50 Московская область,Шереметьевская таможня,7712036296.0,504701001.0,"84955387217
84955387218
84955387233
84955387270
84955387282
84955387286
84955387379
84955387213
84955387220
84955387228","Московская обл, г Химки, Шереметьевское шоссе, влд 7",,26.06.2026,False
3470916,Оказание услуг по поставке и внедрению системы мониторинга и управления информационной безопасностью автоматизированной системы в защищенном исполнении,,,,2026-06-25 16:17:22.000,,2026-07-06 23:59:59,,Завершена,Коммерческие,,Мониторинг цен,ЭТП «Фабрикант»,,"5106800454-510601001
ООО «Ловозерский горно-обогатительный комбинат»",,,,,51 Мурманская область,ООО «Ловозерский горно-обогатительный комбинат»,5106800454.0,510601001.0,"88153843134
88153843529
150200
781538383003011
98153835052
88153835052
88153835724","Россия, пгт Ревда",,26.06.2026,False
54205205430260000090000,"Оказание услуг по внедрению 1С 1С:Зарплата и кадры государственного учреждения 8 ПРОФ, сопровождению, модификации и настройке программного обеспечения на платформе «1С», установленного на компьютерах заказчика",100800.0,,RUB,2026-06-25 17:21:01.000,,,,Завершена,223-ФЗ,ЕИС,"Закупка у единственного поставщика (исполнителя, подрядчика)",ЕИС,,"4205205430-420501001
МАДОУ № 4 «Детский сад комбинированного вида»",,,,,42 Кемеровская область,МАДОУ № 4 «Детский Сад Комбинированного Вида»,4205205430.0,420501001.0,"83842654573
89133008062
83842654483
83842741367",,,26.06.2026,False
3697601,"Оказание услуг по предоставлению доступа к сервису ""Ассистент Преподавателя""",20000.0,,RUB,2026-06-25 15:52:22.000,,2026-06-29 15:52:00,,Завершена,Малые закупки,,Малая закупка,Электронный магазин Московской области,,"5042069532-504201001
Муниципальное бюджетное общеобразовательное учреждение «СОШ №11»",см. документацию. см. документацию. см. документацию,,,,50 Московская область,Муниципальное бюджетное общеобразовательное учреждение «СОШ №11»,5042069532.0,504201001.0,"84965420373
84956094952
84956297891
849654
84965401839
84965405149
84965405484
84965420529
84965420756
84965473800",,,26.06.2026,False
10444403,Предоставлении сервиса по выдаче квалифицированного сертификата ключа проверки электронной подписи с годовым периодом обслуживания,4000.0,,RUB,2026-06-25 15:29:28.000,,2026-06-26 23:59:00,,Завершена,Малые закупки,,Малая закупка,РТС-тендер,,"2349029301-234901001
Управление архитектуры администрации муниципального образования Славянский район",см. документацию. см. документацию. см. документацию,,,,23 Краснодарский край,Управление архитектуры администрации муниципального образования Славянский район,2349029301.0,234901001.0,"89184711556
88614621964","Россия, Краснодарский край, Славянский муниципальный район, городское поселение Славянское, город Славянск-на-Кубани, улица Школьная, дом 304, Ответственный за прием: Саломатин Олег Владимирович;",,26.06.2026,False
BP01539791,"Оказание услуг по передаче и адаптации (установке, регистрации, тестированию, формированию комплектов) и сопровождению экземпляров Систем Консультант Плюс",90000.0,,RUB,2026-06-25 14:32:33.000,,2026-06-29 14:03:00,,Завершена,Малые закупки,,Малая закупка,ZakazRF (АГЗРТ),,"1300017261-130001001
Государственное бюджетное Образовательное учреждение ДПО Республики Мордовия «Учебно-Методический Центр по Гражданской Обороне и Чрезвычайным Ситуациям»",см. документацию. см. документацию. см. документацию,,,,13 Республика Мордовия,Государственное бюджетное Образовательное учреждение ДПО Республики Мордовия «Учебно-Методический Центр по Гражданской Обороне и Чрезвычайным Ситуациям»,1300017261.0,130001001.0,,"430027, Республика Мордовия, г. Саранск, ул. М. Расковой, д. 2",,26.06.2026,False
100208748126100064,"Услуги на модификацию и обновление программы ""Конфигурация для учреждений ФСИН для 1С: Предприятие 8"" """,122200.0,,RUB,2026-06-25 16:00:18.000,,2026-06-26 16:00:00,,Завершена,Малые закупки,,Малая закупка,ЕАТ (Березка),,"6445006174-644501001
Федеральное казенное учреждение «Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Саратовской области»",+7(927)055-60-83. ik4@64.fsin.gov.ru,,,,64 Саратовская область,Федеральное казенное учреждение «Исправительная колония № 4 Управления Федеральной службы исполнения наказаний по Саратовской области»,6445006174.0,644501001.0,"89279172575
784574461642409
784574461642415
784574461642466
784574461642473
784574461642474
88457446077
88457446163
88457446166
88457446167","413724, ОБЛАСТЬ САРАТОВСКАЯ, Г. ПУГАЧЕВ, ул ТЕР КАРЬЕР МВД",,26.06.2026,False
3697265,Предоставление доступа к справочно-правовой системе,105970.0,,RUB,2026-06-25 12:00:00.000,,2026-06-25 17:42:12,,Завершена,Малые закупки,,Малая закупка,Электронный магазин Московской области,,"7702078561-770401001
ГБУ культуры г. Москвы «Театр Музыки и Поэзии п/р Е.Камбуровой»",см. документацию. см. документацию. см. документацию,,,,77 Москва,ГБУ культуры г. Москвы «Театр Музыки и Поэзии п/р Е.Камбуровой»,7702078561.0,770401001.0,"84992468206
84992467914
89166481290
84992453019
89167725522
89857275469
84992468175",,,26.06.2026,False
57710957326260002280000,Предоставление доступа к системе электронного документооборота «Практика-Сервис»,255000.0,,RUB,2026-06-25 17:21:07.000,,,,Завершена,223-ФЗ,ЕИС,"Закупка у единственного поставщика (исполнителя, подрядчика)",ЕИС,,"7710957326-771001001
АО «НИИ Проектирования Объектов Гражданского Строительства и Комплексного Развития Территорий «Моспроект»",,,,,77 Москва,АО «НИИ Проектирования Объектов Гражданского Строительства и Комплексного Развития Территорий «Моспроект»,7710957326.0,771001001.0,"749512713110038
84951327317
84992514994
84992519058",,,26.06.2026,False
3696975,УСЛУГИ ПО ПРЕДОСТАВЛЕНИЮ ДОСТУПА К ON-LINE ВЕРСИИ СПРАВОЧНО-ПРАВОВОЙ СИСТЕМЫ,72386.0,,RUB,2026-06-25 10:15:06.000,,2026-06-25 16:05:06,,Завершена,Малые закупки,,Малая закупка,Электронный магазин Московской области,,"7730675016-772101001
ГБУ г. Москвы «Центр экспертиз, исследований и испытаний в строительстве»",см. документацию. см. документацию. см. документацию,,,,77 Москва,"ГБУ г. Москвы «Центр экспертиз, исследований и испытаний в строительстве»",7730675016.0,772101001.0,"84991705162
84991706901
84991709915
638725
84991709132
84991709392
84991711242
89151786156
84991705488",,,26.06.2026,False
